t,original_y,smoothed_y
0.245,0.12064,0.272169
0.246,0.50605,0.282119
0.247,0.272154,0.281695
0.248,0.454291,0.289038
0.249,0.311506,0.289994
0.25,0.487142,0.298381
0.251,0.775029,0.318659
0.252,0.389006,0.321652
0.253,0.254108,0.318778
0.254,0.142853,0.311294
0.255,0.690169,0.327413
0.256,0.519457,0.335583
0.257,0.124567,0.326605
0.258,0.398764,0.329675
0.259,0.363463,0.331113
0.26,0.735647,0.348323
0.261,-0.0669118,0.330658
0.262,0.454063,0.335908
0.263,0.264238,0.332859
0.264,0.678046,0.347544
0.265,0.0327696,0.334152
0.266,0.339726,0.33439
0.267,-0.12004,0.315057
0.268,0.18251,0.309418
0.269,0.432898,0.314671
0.27,0.836106,0.336855
0.271,0.410712,0.339997
0.272,0.711844,0.355816
0.273,-0.102333,0.336325
0.274,0.706642,0.35208
0.275,0.700952,0.366922
0.276,0.263157,0.362507
0.277,-0.0737485,0.343948
0.278,0.675505,0.358053
0.279,0.111182,0.34755
0.28,0.142415,0.338823
0.281,0.00665501,0.324692
0.282,0.220257,0.320249
0.283,0.451459,0.325831
0.284,0.15701,0.318649
0.285,0.29713,0.317733
0.286,0.730126,0.335278
0.287,0.678842,0.349894
0.288,0.30212,0.347862
0.289,0.173591,0.340448
0.29,0.138988,0.331877
0.291,0.217237,0.327
0.292,0.439809,0.331799
0.293,0.377273,0.333733
0.294,0.330488,0.333595
0.295,0.0664766,0.322231
0.296,0.626639,0.335182
0.297,0.0979214,0.325088
0.298,0.586361,0.336203
0.299,0.525768,0.344268
0.3,0.234058,0.339579
0.301,0.310049,0.338323
0.302,0.486565,0.34463
0.303,0.418451,0.34777
0.304,0.790425,0.366602
0.305,0.469284,0.370971
0.306,0.43315,0.373616
0.307,0.885816,0.395407
0.308,0.900788,0.416907
0.309,0.362515,0.414593
0.31,0.67327,0.425598
0.311,0.280502,0.419425
0.312,0.443965,0.420469
0.313,0.395872,0.419423
0.314,0.449345,0.420696
0.315,0.43316,0.421226
0.316,0.621704,0.429755
0.317,0.180682,0.419159
0.318,0.175307,0.408784
0.319,0.249408,0.402004
0.32,0.485173,0.405542
0.321,0.633733,0.41525
0.322,0.354924,0.412684
0.323,0.388641,0.411661
0.324,0.846052,0.430141
0.325,0.465104,0.431629
0.326,0.488766,0.43406
0.327,0.498661,0.436808
0.328,0.625165,0.444821
0.329,0.237205,0.435989
0.33,0.684467,0.44656
0.331,0.450282,0.446718
0.332,0.228453,0.437432
0.333,0.332989,0.432989
0.334,0.227405,0.424243
0.335,0.426302,0.42433
0.336,0.613659,0.432385
0.337,0.807503,0.448344
0.338,0.600944,0.454836
0.339,0.581488,0.460224
0.34,0.579774,0.46531
0.341,0.105452,0.450001
0.342,0.427374,0.449038
0.343,0.252033,0.440657
0.344,0.359607,0.437209
0.345,0.611324,0.444616
0.346,0.121979,0.43089
0.347,0.108277,0.417165
0.348,0.677262,0.42823
0.349,0.615598,0.436202
0.35,0.577023,0.442193
0.351,0.565337,0.447432
0.352,0.732923,0.459577
0.353,0.370807,0.455801
0.354,0.723375,0.467184
0.355,0.522284,0.469528
0.356,0.611361,0.475562
0.357,0.360991,0.470688
0.358,0.355682,0.465795
0.359,0.588301,0.471007
0.36,0.301913,0.463813
0.361,0.463296,0.463791
0.362,0.683235,0.473127
0.363,0.698463,0.482714
0.364,0.536119,0.484986
0.365,0.540228,0.487336
0.366,0.610493,0.492575
0.367,0.665954,0.499952
0.368,0.395444,0.495506
0.369,0.418494,0.492229
0.37,0.84274,0.507141
0.371,0.401026,0.502627
0.372,0.610138,0.507201
0.373,0.647287,0.51316
0.374,0.446747,0.510335
0.375,0.193655,0.496862
0.376,0.190115,0.483812
0.377,0.366016,0.478801
0.378,0.429052,0.476684
0.379,0.259675,0.467452
0.38,0.798337,0.481529
0.381,0.670067,0.48955
0.382,0.413433,0.486312
0.383,0.7644,0.498142
0.384,0.48871,0.497741
0.385,0.093729,0.480553
0.386,0.529859,0.482651
0.387,0.501895,0.483469
0.388,0.446938,0.481915
0.389,0.815345,0.4961
0.39,0.6271,0.501674
0.391,0.173789,0.487724
0.392,0.810016,0.501436
0.393,0.727374,0.511048
0.394,0.0889392,0.49309
0.395,0.589313,0.497184
0.396,0.659333,0.504082
0.397,0.686659,0.511849
0.398,0.458182,0.509566
0.399,0.734198,0.519123
0.4,0.256212,0.507938
0.401,0.577921,0.510915
0.402,0.582434,0.513958
0.403,0.498689,0.513308
0.404,0.241414,0.501741
0.405,0.391001,0.49703
0.406,0.598125,0.50133
0.407,-0.211916,0.470987
0.408,0.519645,0.473057
0.409,0.751357,0.484896
0.41,0.648633,0.491862
0.411,0.534367,0.493671
0.412,0.475855,0.492913
0.413,0.579135,0.496581
0.414,0.417164,0.493202
0.415,0.334153,0.486436
0.416,0.632263,0.49264
0.417,0.35258,0.486681
0.418,0.72448,0.496798
0.419,0.719456,0.506271
0.42,1.01763,0.528026
0.421,0.624049,0.532111
0.422,1.08382,0.555582
0.423,0.881564,0.569451
0.424,0.267623,0.55661
0.425,0.705545,0.562946
0.426,0.677856,0.567835
0.427,0.65811,0.571675
0.428,0.547736,0.570657
0.429,0.541204,0.569404
0.43,0.469928,0.565172
0.431,0.305496,0.554124
0.432,0.571413,0.55486
0.433,0.546258,0.554494
0.434,0.604523,0.556622
0.435,0.436504,0.551512
0.436,0.323799,0.541824
0.437,0.572086,0.543112
0.438,0.399191,0.536989
0.439,0.600137,0.539676
0.44,0.734017,0.547943
0.441,0.799601,0.55865
0.442,1.18895,0.585465
0.443,0.334467,0.574787
0.444,0.722356,0.581065
0.445,0.928249,0.595835
0.446,0.909629,0.609185
0.447,0.0708569,0.586283
0.448,0.683224,0.590407
0.449,0.379712,0.581443
0.45,0.858706,0.593239
0.451,0.555327,0.591626
0.452,0.640148,0.59369
0.453,0.392386,0.585126
0.454,0.27157,0.571786
0.455,0.638788,0.574637
0.456,0.356177,0.565343
0.457,0.450238,0.560446
0.458,0.316474,0.550067
0.459,0.38736,0.543144
0.46,0.520033,0.542161
0.461,0.687313,0.548336
0.462,0.356947,0.540194
0.463,0.267163,0.528578
0.464,0.408146,0.523455
0.465,0.670706,0.529719
0.466,0.64734,0.534723
0.467,0.933928,0.551707
0.468,0.608736,0.554133
0.469,0.743704,0.562198
0.47,0.693387,0.567779
0.471,0.437383,0.562232
0.472,0.8462,0.574313
0.473,0.890462,0.587763
0.474,0.753656,0.594821
0.475,0.423538,0.587534
0.476,1.07747,0.608377
0.477,0.608805,0.608395
0.478,0.668183,0.610939
0.479,0.500802,0.606253
0.48,0.961638,0.621372
0.481,0.833602,0.630401
0.482,0.43982,0.622293
0.483,0.650425,0.62349
0.484,1.27812,0.65134
0.485,0.791785,0.657315
0.486,0.498501,0.650559
0.487,0.883855,0.660484
0.488,0.933128,0.672083
0.489,1.12627,0.691406
0.49,0.591748,0.687166
0.491,0.592556,0.683141
0.492,0.835303,0.689615
0.493,0.562998,0.684228
0.494,0.903068,0.693538
0.495,0.916774,0.703035
0.496,0.545082,0.696316
0.497,0.540009,0.689666
0.498,0.952895,0.700864
0.499,1.01363,0.71417
0.5,0.885458,0.721458
0.501,1.29246,0.74575
0.502,0.570089,0.738277
0.503,0.963749,0.747869
0.504,0.886066,0.753749
0.505,0.807641,0.756041
0.506,0.655954,0.751783
0.507,0.77391,0.752725
0.508,0.807174,0.755041
0.509,0.620107,0.749301
0.51,0.765144,0.749975
0.511,1.10265,0.764979
0.512,0.832911,0.767869
0.513,0.442894,0.754043
0.514,1.07083,0.76752
0.515,0.66254,0.763054
0.516,0.702385,0.760473
0.517,0.591627,0.75329
0.518,0.634711,0.748245
0.519,0.960279,0.757266
0.52,0.590021,0.75015
0.521,0.486969,0.738954
0.522,1.07116,0.753087
0.523,0.893352,0.759055
0.524,1.08632,0.772977
0.525,1.03129,0.783967
0.526,0.772145,0.783464
0.527,0.540339,0.773121
0.528,0.75968,0.772549
0.529,0.673127,0.768319
0.53,0.871505,0.772709
0.531,0.414777,0.757481
0.532,0.72615,0.756148
0.533,0.628318,0.75071
0.534,0.848085,0.754853
0.535,1.00903,0.765666
0.536,1.07368,0.77877
0.537,0.845534,0.781611
0.538,1.08461,0.794501
0.539,0.469807,0.780687
0.54,1.12779,0.795454
0.541,0.766346,0.794216
0.542,1.32529,0.81681
0.543,0.702756,0.811957
0.544,0.7067,0.807479
0.545,1.31397,0.829027
0.546,0.871745,0.830845
0.547,1.38641,0.854481
0.548,0.901282,0.856472
0.549,1.10355,0.866983
0.55,0.642791,0.857445
0.551,0.679061,0.849856
0.552,1.15862,0.862992
0.553,0.539171,0.849216
0.554,0.838733,0.84877
0.555,0.290525,0.82502
0.556,0.927934,0.829399
0.557,1.29887,0.849372
0.558,1.12894,0.861265
0.559,1.00413,0.867343
0.56,0.532487,0.853097
0.561,0.452999,0.836076
0.562,0.90107,0.838841
0.563,0.808394,0.837545
0.564,0.761676,0.834318
0.565,0.660893,0.82694
0.566,1.01946,0.83513
0.567,0.42276,0.817587
0.568,1.34989,0.840233
0.569,0.627778,0.831194
0.57,0.636442,0.822909
0.571,0.836825,0.823501
0.572,0.807552,0.822822
0.573,0.851635,0.824048
0.574,1.0475,0.833554
0.575,0.684433,0.82721
0.576,0.489917,0.812861
0.577,0.601608,0.803873
0.578,1.08944,0.816022
0.579,0.781217,0.814541
0.58,0.54614,0.803123
0.581,0.827487,0.804159
0.582,1.24076,0.822734
0.583,0.36352,0.803197
0.584,0.633242,0.795967
0.585,0.766202,0.794701
0.586,0.898077,0.799099
0.587,0.655529,0.792991
0.588,0.705085,0.789251
0.589,0.725822,0.786552
0.59,1.32725,0.809555
0.591,1.13438,0.823375
0.592,0.920285,0.827497
0.593,1.54293,0.857934
0.594,0.677076,0.85024
0.595,0.681562,0.843064
0.596,0.671999,0.835786
0.597,0.626518,0.826883
0.598,0.517311,0.813713
0.599,0.838252,0.814757
0.6,0.980575,0.821812
0.601,1.22478,0.838955
0.602,0.951844,0.843758
0.603,0.692501,0.837323
0.604,0.685365,0.830858
0.605,1.31243,0.851346
0.606,0.98102,0.856863
0.607,0.794069,0.854191
0.608,0.949941,0.858265
0.609,0.865749,0.858583
0.61,1.15389,0.871147
0.611,0.785199,0.86749
0.612,1.33933,0.887564
0.613,0.969136,0.891034
0.614,0.693924,0.882649
0.615,1.00539,0.88787
0.616,0.564006,0.874092
0.617,1.05926,0.88197
0.618,0.599338,0.869946
0.619,1.03664,0.877038
0.62,1.04429,0.884153
0.621,0.991036,0.8887
0.622,0.781392,0.884135
0.623,0.726978,0.877449
0.624,1.05238,0.884891
0.625,0.788243,0.880779
0.626,0.963747,0.884309
0.627,0.933017,0.886381
0.628,1.12515,0.896539
0.629,0.720655,0.889056
0.63,0.911234,0.89
0.631,0.547107,0.875412
0.632,0.971029,0.87948
0.633,0.813264,0.876663
0.634,0.789861,0.87297
0.635,1.01608,0.879059
0.636,0.599276,0.867156
0.637,1.17933,0.880436
0.638,1.17437,0.892942
0.639,0.653955,0.882774
0.64,0.893913,0.883248
0.641,0.633251,0.872612
0.642,1.04877,0.880107
0.643,0.431314,0.861013
0.644,1.24496,0.877348
0.645,1.14918,0.888912
0.646,1.04083,0.895375
0.647,1.00182,0.899904
0.648,0.997269,0.904046
0.649,1.22552,0.917722
0.65,0.922575,0.917929
0.651,0.788457,0.912421
0.652,1.23214,0.926022
0.653,1.14077,0.935158
0.654,0.581207,0.9201
0.655,0.660825,0.90907
0.656,1.16974,0.920159
0.657,1.17656,0.931067
0.658,0.845016,0.927406
0.659,0.685763,0.917126
0.66,1.42868,0.938889
0.661,1.15768,0.948198
0.662,0.971823,0.949203
0.663,1.09894,0.955573
0.664,1.57476,0.981916
0.665,1.13374,0.988375
0.666,0.667389,0.974719
0.667,1.38844,0.99232
0.668,0.933848,0.989833
0.669,0.920401,0.986879
0.67,0.629629,0.97168
0.671,1.18442,0.980731
0.672,0.691338,0.968419
0.673,0.723958,0.958019
0.674,0.676584,0.946046
0.675,0.823358,0.940826
0.676,1.32604,0.957215
0.677,0.960394,0.95735
0.678,1.03944,0.960842
0.679,1.21412,0.971618
0.68,0.603613,0.955962
0.681,0.73005,0.946351
0.682,0.910022,0.944805
0.683,1.28238,0.959167
0.684,0.722748,0.949109
0.685,0.689583,0.938068
0.686,0.690447,0.927533
0.687,1.02866,0.931835
0.688,0.915016,0.93112
0.689,1.2637,0.945269
0.69,0.952399,0.945572
0.691,0.859409,0.941906
0.692,0.950701,0.942281
0.693,0.748267,0.934027
0.694,0.377595,0.910354
0.695,0.885926,0.909315
0.696,0.953583,0.911198
0.697,1.16343,0.921929
0.698,0.953533,0.923274
0.699,1.11818,0.931565
0.7,1.23176,0.944337
0.701,1.30586,0.959717
0.702,1.28328,0.973483
0.703,1.12137,0.979775
0.704,1.34318,0.995235
0.705,1.4865,1.01614
0.706,0.750571,1.00484
0.707,1.17409,1.01204
0.708,0.843838,1.00488
0.709,0.963764,1.00313
0.71,1.05539,1.00536
0.711,0.848937,0.998702
0.712,1.14912,1.0051
0.713,0.759249,0.994641
0.714,1.12691,1.00027
0.715,1.55854,1.02402
0.716,1.30869,1.03613
0.717,0.99448,1.03436
0.718,1.77488,1.06586
0.719,1.10127,1.06737
0.72,0.750133,1.05387
0.721,0.931658,1.04867
0.722,0.587768,1.02906
0.723,0.818551,1.02011
0.724,0.54637,0.999954
0.725,1.05845,1.00244
0.726,0.585923,0.984723
0.727,1.04859,0.98744
0.728,1.05063,0.990128
0.729,1.13642,0.996352
0.73,0.881552,0.991468
0.731,1.18763,0.999813
0.732,1.5562,1.02348
0.733,1.08001,1.02589
0.734,0.983001,1.02406
0.735,0.8565,1.01694
0.736,1.37797,1.0323
0.737,1.2058,1.03968
0.738,0.944603,1.03563
0.739,1.32863,1.0481
0.74,1.20104,1.0546
0.741,0.647494,1.03728
0.742,0.95701,1.03387
0.743,0.980045,1.03158
0.744,1.58862,1.05528
0.745,1.08547,1.05656
0.746,1.23208,1.06403
0.747,1.16444,1.0683
0.748,0.914613,1.06176
0.749,1.01954,1.05997
0.75,0.815474,1.04956
0.751,0.803645,1.0391
0.752,1.32028,1.05106
0.753,1.27716,1.06068
0.754,0.945818,1.0558
0.755,1.06087,1.05601
0.756,0.917928,1.05014
0.757,1.1091,1.05265
0.758,0.918607,1.04694
0.759,1.29063,1.05731
0.76,0.996809,1.05474
0.761,1.15428,1.05897
0.762,0.914731,1.05284
0.763,1.37791,1.06667
0.764,0.869732,1.05829
0.765,0.978685,1.0549
0.766,0.693682,1.03953
0.767,0.760453,1.02766
0.768,1.16887,1.03367
0.769,1.04272,1.03405
0.77,1.11679,1.03757
0.771,1.38707,1.05244
0.772,1.68799,1.07948
0.773,1.04213,1.07789
0.774,1.16762,1.08171
0.775,1.25011,1.08887
0.776,1.16778,1.09223
0.777,1.04107,1.09005
0.778,0.756282,1.07585
0.779,0.501428,1.05142
0.78,1.17181,1.05654
0.781,0.720599,1.04225
0.782,0.794306,1.0317
0.783,1.1945,1.03862
0.784,1.08561,1.04062
0.785,1.26792,1.05029
0.786,1.57322,1.07254
0.787,1.23437,1.07942
0.788,1.18591,1.08395
0.789,0.987173,1.07984
0.79,1.15386,1.08299
0.791,1.06,1.08201
0.792,1.45583,1.09791
0.793,0.676089,1.07997
0.794,1.17616,1.08406
0.795,0.848078,1.07402
0.796,1.1985,1.07932
0.797,0.911307,1.07217
0.798,1.38053,1.08529
0.799,1.53836,1.10456
0.8,1.53448,1.12285
0.801,0.824989,1.11018
0.802,1.23173,1.11535
0.803,1.18163,1.11817
0.804,0.723243,1.10137
0.805,0.974479,1.09597
0.806,1.18101,1.09959
0.807,0.408866,1.0702
0.808,1.31033,1.08042
0.809,1.42838,1.09522
0.81,1.23666,1.10124
0.811,1.2272,1.1066
0.812,0.84566,1.0955
0.813,1.40352,1.1086
0.814,1.33825,1.11837
0.815,1.67974,1.14225
0.816,1.17148,1.1435
0.817,1.55556,1.16103
0.818,1.26442,1.16543
0.819,1.51105,1.18013
0.82,0.845201,1.16588
0.821,1.11227,1.1636
0.822,1.0617,1.15927
0.823,1.42388,1.17052
0.824,1.30034,1.17605
0.825,1.04769,1.17059
0.826,0.990976,1.16294
0.827,1.09399,1.16001
0.828,1.07955,1.15659
0.829,1.03537,1.15143
0.83,1.0051,1.14521
0.831,1.03985,1.14072
0.832,1.20876,1.14362
0.833,0.823536,1.13
0.834,1.1803,1.13214
0.835,1.30527,1.13951
0.836,1.40896,1.15097
0.837,1.28,1.15646
0.838,1.2383,1.15994
0.839,1.27769,1.16495
0.84,1.38331,1.17424
0.841,1.02349,1.16783
0.842,1.38122,1.17691
0.843,1.08775,1.17311
0.844,1.30189,1.17859
0.845,0.769586,1.16119
0.846,1.53231,1.17698
0.847,0.891424,1.16483
0.848,0.957668,1.15602
0.849,1.32992,1.16342
0.85,1.44647,1.17546
0.851,1.52939,1.19052
0.852,1.33966,1.19686
0.853,1.8945,1.22654
0.854,0.928969,1.21388
0.855,0.900353,1.20054
0.856,1.31066,1.20523
0.857,1.18292,1.20428
0.858,1.26635,1.20692
0.859,1.74155,1.22966
0.86,0.94637,1.21761
0.861,1.21123,1.21734
0.862,1.15421,1.21465
0.863,1.09359,1.2095
0.864,1.21486,1.20973
0.865,0.900969,1.1966
0.866,1.56764,1.21238
0.867,1.89818,1.24156
0.868,1.26153,1.24241
0.869,1.2841,1.24418
0.87,1.493,1.25477
0.871,1.12429,1.24922
0.872,1.44688,1.25762
0.873,1.59279,1.27188
0.874,1.40293,1.27746
0.875,1.26625,1.27698
0.876,1.09498,1.26924
0.877,1.63586,1.28484
0.878,1.41338,1.2903
0.879,1.13425,1.28367
0.88,1.49036,1.29246
0.881,1.11872,1.28507
0.882,0.863666,1.26714
0.883,1.64976,1.28342
0.884,1.20782,1.2802
0.885,1.36321,1.28373
0.886,1.33189,1.28578
0.887,0.901821,1.26945
0.888,1.20969,1.2669
0.889,1.62832,1.28228
0.89,1.56433,1.29428
0.891,1.05031,1.2839
0.892,0.941207,1.26932
0.893,1.11984,1.26296
0.894,1.12769,1.25721
0.895,1.18372,1.25408
0.896,1.48513,1.26391
0.897,1.08758,1.25641
0.898,1.51552,1.26743
0.899,0.868357,1.25045
0.9,1.51162,1.26156
0.901,1.21492,1.25958
0.902,1.26114,1.25965
0.903,1.36793,1.26425
0.904,1.33244,1.26715
0.905,1.38279,1.27207
0.906,1.22722,1.27017
0.907,1.497,1.27982
0.908,1.13579,1.27369
0.909,1.74076,1.29356
0.91,1.30877,1.29421
0.911,1.97205,1.32304
0.912,1.3173,1.3228
0.913,1.05757,1.31152
0.914,1.43833,1.31691
0.915,1.39314,1.32015
0.916,1.21977,1.31588
0.917,0.850444,1.29608
0.918,1.15056,1.28989
0.919,1.21297,1.28662
0.92,1.15208,1.2809
0.921,1.20409,1.27763
0.922,1.38953,1.28239
0.923,1.557,1.29407
0.924,1.48067,1.30201
0.925,1.42091,1.30707
0.926,1.15442,1.30057
0.927,0.894519,1.2833
0.928,1.5416,1.29429
0.929,1.43279,1.30018
0.93,1.48629,1.3081
0.931,1.08747,1.29871
0.932,1.03445,1.28747
0.933,1.47857,1.2956
0.934,1.67099,1.31157
0.935,1.42911,1.31657
0.936,1.28888,1.31539
0.937,1.3459,1.31669
0.938,1.47128,1.32327
0.939,1.44775,1.32856
0.94,1.2756,1.32631
0.941,0.727157,1.30082
0.942,1.5064,1.30957
0.943,1.24019,1.30661
0.944,1.15887,1.30033
0.945,1.2865,1.29974
0.946,1.33461,1.30122
0.947,0.907547,1.28448
0.948,1.18988,1.28045
0.949,1.64968,1.29616
0.95,1.97928,1.32522
0.951,1.31897,1.32496
0.952,1.54281,1.33422
0.953,1.92568,1.35939
0.954,1.56085,1.36796
0.955,1.50001,1.37357
0.956,1.26832,1.3691
0.957,0.892744,1.34883
0.958,1.33206,1.34812
0.959,1.23766,1.34342
0.96,1.3809,1.34501
0.961,1.46827,1.35026
0.962,1.25231,1.34609
0.963,1.40909,1.34877
0.964,1.67981,1.36285
0.965,1.40925,1.36483
0.966,1.37658,1.36533
0.967,0.911645,1.34603
0.968,1.29701,1.34394
0.969,1.46864,1.34925
0.97,1.83941,1.3701
0.971,1.68248,1.38339
0.972,1.69035,1.39645
0.973,1.18851,1.3876
0.974,1.35145,1.38606
0.975,1.35587,1.38478
0.976,1.35804,1.38364
0.977,1.43283,1.38573
0.978,1.29914,1.38205
0.979,1.21871,1.3751
0.98,1.7474,1.39094
0.981,1.22429,1.38385
0.982,1.10141,1.37184
0.983,1.17945,1.36365
