t,original_y,smoothed_y
0.233,1.84085,2.14663
0.234,2.00781,2.14073
0.235,2.12858,2.14021
0.236,2.24188,2.14453
0.237,2.29326,2.15086
0.238,1.73139,2.13302
0.239,1.83252,2.12023
0.24,2.17661,2.12263
0.241,1.67477,2.10358
0.242,1.68302,2.08568
0.243,1.634,2.06647
0.244,1.98298,2.06292
0.245,1.75887,2.04998
0.246,1.97749,2.0469
0.247,1.75127,2.03432
0.248,2.13804,2.03873
0.249,2.24206,2.04738
0.25,1.92449,2.04216
0.251,2.5197,2.06247
0.252,2.19437,2.06808
0.253,2.16948,2.0724
0.254,1.89936,2.06504
0.255,1.88677,2.05745
0.256,1.93073,2.05206
0.257,2.33481,2.06409
0.258,2.10879,2.06599
0.259,2.33677,2.07751
0.26,2.21556,2.08338
0.261,1.27472,2.04898
0.262,1.90496,2.04285
0.263,1.83485,2.034
0.264,1.73555,2.02131
0.265,1.86648,2.01472
0.266,1.70316,2.00147
0.267,2.07466,2.00458
0.268,1.65223,1.98959
0.269,1.67469,1.97619
0.27,1.98513,1.97657
0.271,1.97908,1.97668
0.272,2.32691,1.99158
0.273,2.31407,2.0053
0.274,1.77063,1.99532
0.275,1.96292,1.99394
0.276,1.48861,1.97244
0.277,1.88159,1.96857
0.278,1.63016,1.95418
0.279,2.18453,1.96398
0.28,1.78346,1.9563
0.281,1.74234,1.94719
0.282,1.7785,1.94002
0.283,2.09505,1.94661
0.284,2.20773,1.95772
0.285,1.86705,1.95386
0.286,2.01001,1.95625
0.287,1.93504,1.95535
0.288,1.90767,1.95332
0.289,1.92431,1.95209
0.29,2.01798,1.95489
0.291,2.16568,1.96386
0.292,1.90046,1.96116
0.293,1.67856,1.94914
0.294,1.45554,1.92814
0.295,1.76577,1.92123
0.296,1.50959,1.90372
0.297,1.84809,1.90135
0.298,1.83278,1.89844
0.299,1.67425,1.8889
0.3,1.86348,1.88782
0.301,1.97417,1.89149
0.302,1.76492,1.88611
0.303,2.13857,1.89685
0.304,1.82845,1.89394
0.305,2.13548,1.90421
0.306,1.77478,1.89871
0.307,1.99895,1.90297
0.308,1.73591,1.89586
0.309,1.59162,1.88292
0.31,1.87416,1.88255
0.311,2.20236,1.89615
0.312,1.93455,1.89779
0.313,1.50403,1.88104
0.314,2.0511,1.88827
0.315,1.72575,1.88136
0.316,1.64544,1.87132
0.317,1.38565,1.85066
0.318,2.07314,1.86012
0.319,1.84132,1.85932
0.32,1.83979,1.85849
0.321,1.5498,1.84536
0.322,1.62425,1.83595
0.323,1.63718,1.8275
0.324,1.67972,1.82121
0.325,1.54506,1.80946
0.326,1.92386,1.81433
0.327,1.74269,1.81128
0.328,1.48148,1.79725
0.329,1.46222,1.783
0.33,1.78559,1.78311
0.331,1.97625,1.79132
0.332,1.83403,1.79314
0.333,1.88323,1.79697
0.334,1.54775,1.78637
0.335,2.02361,1.79646
0.336,1.93818,1.80249
0.337,1.59907,1.79384
0.338,1.44068,1.77881
0.339,1.97767,1.78727
0.34,1.71256,1.78409
0.341,1.72421,1.78155
0.342,1.4048,1.76552
0.343,1.27284,1.74456
0.344,2.0338,1.75686
0.345,1.91076,1.76341
0.346,1.71457,1.76133
0.347,1.73482,1.76021
0.348,2.27413,1.78207
0.349,1.58899,1.77386
0.35,1.84484,1.77688
0.351,1.71561,1.77427
0.352,1.73504,1.7726
0.353,1.33596,1.75402
0.354,2.16262,1.77141
0.355,1.65924,1.76663
0.356,1.57641,1.75854
0.357,1.80971,1.76072
0.358,2.22573,1.7805
0.359,1.69125,1.7767
0.36,1.55253,1.76717
0.361,1.64487,1.76196
0.362,1.87228,1.76666
0.363,1.6621,1.76221
0.364,1.47096,1.74982
0.365,1.61052,1.74389
0.366,1.28241,1.72426
0.367,1.73669,1.72479
0.368,1.66908,1.72242
0.369,2.03328,1.73564
0.37,1.50267,1.72573
0.371,1.31403,1.70822
0.372,1.6662,1.70643
0.373,1.38542,1.69277
0.374,1.70249,1.69319
0.375,1.50756,1.68529
0.376,1.82772,1.69135
0.377,1.8706,1.69897
0.378,1.35928,1.68452
0.379,1.60605,1.68118
0.38,1.51092,1.67394
0.381,1.5591,1.66906
0.382,1.55935,1.66439
0.383,1.23037,1.64592
0.384,1.51479,1.64034
0.385,1.51912,1.63519
0.386,1.41078,1.62564
0.387,1.67096,1.62757
0.388,1.59643,1.62624
0.389,1.62964,1.62639
0.39,1.39472,1.61653
0.391,1.50341,1.61172
0.392,1.77312,1.61859
0.393,1.63464,1.61927
0.394,1.54746,1.61621
0.395,1.60461,1.61572
0.396,1.51069,1.61125
0.397,1.68111,1.61422
0.398,1.35973,1.6034
0.399,1.5177,1.59975
0.4,1.70605,1.60427
0.401,1.67039,1.60709
0.402,1.27889,1.59312
0.403,1.45425,1.58721
0.404,1.98845,1.60428
0.405,1.68967,1.60792
0.406,1.67434,1.61074
0.407,1.42082,1.60266
0.408,1.65414,1.60485
0.409,1.26101,1.59022
0.41,1.95845,1.60589
0.411,1.32657,1.59401
0.412,1.429,1.58699
0.413,1.17875,1.56962
0.414,1.5395,1.56834
0.415,1.40188,1.56126
0.416,1.72791,1.56835
0.417,1.28725,1.55639
0.418,1.54138,1.55575
0.419,1.21348,1.54119
0.42,1.16627,1.52524
0.421,1.59199,1.52808
0.422,1.72304,1.53637
0.423,1.42859,1.53179
0.424,1.53225,1.53181
0.425,1.19208,1.51735
0.426,1.75638,1.52752
0.427,1.67419,1.53376
0.428,1.12569,1.5164
0.429,1.63067,1.52126
0.43,1.17285,1.50644
0.431,1.44988,1.50403
0.432,1.23559,1.49261
0.433,1.29033,1.48401
0.434,1.72541,1.49428
0.435,1.47625,1.49351
0.436,1.5246,1.49483
0.437,1.48379,1.49436
0.438,1.76815,1.50601
0.439,1.37471,1.50042
0.44,1.41492,1.49679
0.441,1.51713,1.49765
0.442,1.31803,1.49001
0.443,1.49025,1.49002
0.444,1.75444,1.50127
0.445,1.16874,1.48712
0.446,1.68047,1.49535
0.447,1.32147,1.48795
0.448,1.34003,1.48166
0.449,1.12095,1.46631
0.45,1.36827,1.46214
0.451,1.24234,1.45279
0.452,1.41681,1.45126
0.453,1.91515,1.47099
0.454,1.12854,1.45643
0.455,1.42012,1.45488
0.456,1.06288,1.4382
0.457,1.58178,1.44431
0.458,1.614,1.45153
0.459,1.31104,1.44555
0.46,1.47252,1.4467
0.461,1.54544,1.4509
0.462,1.58862,1.45676
0.463,1.13416,1.44304
0.464,1.31062,1.4374
0.465,1.59848,1.44426
0.466,1.7016,1.4552
0.467,1.6292,1.46261
0.468,1.17601,1.45041
0.469,1.43198,1.44963
0.47,1.57368,1.45491
0.471,1.43116,1.4539
0.472,1.37376,1.45049
0.473,1.01658,1.43203
0.474,1.3562,1.4288
0.475,1.43204,1.42894
0.476,1.28075,1.42263
0.477,1.49181,1.42558
0.478,1.3987,1.42443
0.479,1.32423,1.42017
0.48,1.24263,1.41262
0.481,1.2827,1.40709
0.482,1.72812,1.42075
0.483,1.26185,1.41399
0.484,1.79737,1.4303
0.485,1.77047,1.44477
0.486,1.09385,1.42984
0.487,1.48829,1.43233
0.488,1.13087,1.4195
0.489,1.16765,1.40879
0.49,1.11443,1.39627
0.491,1.33007,1.39345
0.492,1.23141,1.38656
0.493,1.50966,1.39179
0.494,1.43734,1.39373
0.495,1.43437,1.39546
0.496,1.1482,1.38494
0.497,1.33731,1.38291
0.498,1.469,1.38658
0.499,1.45169,1.38935
0.5,1.10868,1.37741
0.501,1.23316,1.37127
0.502,1.81407,1.39011
0.503,1.78074,1.40673
0.504,1.34892,1.40427
0.505,1.07776,1.39038
0.506,1.39723,1.39067
0.507,1.76208,1.40647
0.508,1.45165,1.40839
0.509,1.65035,1.41869
0.51,1.70912,1.43104
0.511,0.813547,1.40477
0.512,1.34531,1.40224
0.513,0.848472,1.37868
0.514,1.16084,1.36941
0.515,0.996961,1.35357
0.516,1.51577,1.36047
0.517,1.04962,1.34725
0.518,1.13355,1.33815
0.519,0.970538,1.32251
0.52,1.42699,1.32696
0.521,1.60039,1.33859
0.522,1.00066,1.32422
0.523,1.32712,1.32434
0.524,1.28928,1.32285
0.525,1.13397,1.31481
0.526,0.74294,1.29048
0.527,1.73983,1.3096
0.528,1.50831,1.31805
0.529,1.21928,1.31385
0.53,1.26952,1.31196
0.531,1.67006,1.3272
0.532,1.14789,1.31957
0.533,0.763292,1.2959
0.534,1.59884,1.30879
0.535,0.947275,1.29341
0.536,1.10668,1.28547
0.537,0.892601,1.26875
0.538,1.21482,1.26646
0.539,1.29015,1.26747
0.54,0.969833,1.25481
0.541,1.37233,1.25981
0.542,1.62215,1.27522
0.543,1.42335,1.28152
0.544,1.31027,1.28275
0.545,1.09394,1.27471
0.546,1.55655,1.2867
0.547,1.18291,1.28229
0.548,1.16108,1.27713
0.549,1.05068,1.2675
0.55,1.5971,1.28152
0.551,1.25795,1.28052
0.552,1.40564,1.28584
0.553,1.2315,1.28353
0.554,1.40888,1.28886
0.555,0.607242,1.25986
0.556,0.903605,1.24471
0.557,1.09698,1.23842
0.558,0.791785,1.21942
0.559,1.31283,1.22339
0.56,1.232,1.22376
0.561,1.13568,1.22001
0.562,1.12762,1.21608
0.563,1.26078,1.21798
0.564,1.04511,1.21063
0.565,0.733837,1.19034
0.566,0.743738,1.17134
0.567,0.903196,1.15994
0.568,0.728847,1.1416
0.569,0.884579,1.13066
0.57,1.68225,1.15413
0.571,1.50271,1.16896
0.572,0.951014,1.15969
0.573,1.16052,1.15972
0.574,1.51255,1.17473
0.575,1.51307,1.18913
0.576,1.16333,1.18803
0.577,1.5632,1.20399
0.578,0.98448,1.19465
0.579,1.22375,1.19589
0.58,1.48957,1.20838
0.581,1.39168,1.21618
0.582,1.20718,1.2158
0.583,1.36218,1.22203
0.584,1.13753,1.21843
0.585,1.27423,1.2208
0.586,1.48768,1.23216
0.587,0.780943,1.21296
0.588,0.564932,1.18539
0.589,1.1982,1.18594
0.59,1.53494,1.20079
0.591,1.22654,1.20188
0.592,0.981817,1.19252
0.593,0.970721,1.18308
0.594,0.857366,1.16923
0.595,1.07575,1.16525
0.596,0.97393,1.15711
0.597,1.22423,1.15997
0.598,1.27442,1.16483
0.599,1.07304,1.16093
0.6,0.963947,1.15255
0.601,1.38294,1.16235
0.602,0.953488,1.15346
0.603,1.45734,1.16639
0.604,1.00042,1.15933
0.605,1.16729,1.15967
0.606,0.727411,1.14128
0.607,1.11637,1.14022
0.608,1.43725,1.15286
0.609,0.837819,1.13945
0.61,1.76445,1.16604
0.611,1.40915,1.17639
0.612,0.41808,1.14412
0.613,1.3234,1.15175
0.614,0.914773,1.14167
0.615,0.840111,1.12884
0.616,1.33228,1.1375
0.617,0.558206,1.11285
0.618,0.985102,1.10742
0.619,1.19715,1.11123
0.62,1.59266,1.13171
0.621,1.05492,1.12845
0.622,1.25023,1.13363
0.623,1.11219,1.13272
0.624,1.31625,1.14052
0.625,1.17617,1.14204
0.626,0.937099,1.13332
0.627,1.29489,1.1402
0.628,0.90937,1.13038
0.629,0.726234,1.11318
0.63,1.31663,1.12184
0.631,1.2728,1.12826
0.632,1.42273,1.14079
0.633,1.09522,1.13885
0.634,1.03346,1.13437
0.635,1.04016,1.13036
0.636,1.32504,1.13864
0.637,1.19833,1.14118
0.638,0.914173,1.13152
0.639,1.56935,1.15015
0.64,1.04251,1.14557
0.641,1.27058,1.15089
0.642,1.35401,1.15953
0.643,0.785562,1.14362
0.644,1.04518,1.13943
0.645,1.20771,1.14234
0.646,1.27918,1.14816
0.647,0.789807,1.13291
0.648,0.982828,1.12653
0.649,1.32767,1.13508
0.65,1.48201,1.14984
0.651,1.1589,1.15023
0.652,0.81922,1.13615
0.653,0.876022,1.12508
0.654,1.11734,1.12475
0.655,0.717381,1.10742
0.656,1.15651,1.10951
0.657,0.858022,1.09881
0.658,1.49394,1.11562
0.659,1.50748,1.13229
0.66,1.27746,1.13847
0.661,1.18107,1.14028
0.662,0.952446,1.13229
0.663,1.20828,1.13552
0.664,1.38915,1.14631
0.665,0.640955,1.12481
0.666,1.0776,1.1228
0.667,1.0963,1.12168
0.668,0.995065,1.11629
0.669,1.43145,1.1297
0.67,0.714619,1.11204
0.671,1.09479,1.1113
0.672,0.949503,1.10442
0.673,1.18851,1.108
0.674,0.797455,1.09479
0.675,1.36457,1.10626
0.676,1.16439,1.10874
0.677,1.27808,1.11594
0.678,0.898563,1.10669
0.679,1.24382,1.11253
0.68,0.77632,1.09822
0.681,0.827124,1.08669
0.682,0.706697,1.07052
0.683,1.24534,1.07796
0.684,0.793428,1.06586
0.685,1.29087,1.07543
0.686,0.972554,1.07105
0.687,1.12169,1.07321
0.688,1.15649,1.07675
0.689,0.768469,1.06363
0.69,1.34057,1.07542
0.691,0.784325,1.06303
0.692,0.960896,1.05869
0.693,1.12682,1.06159
0.694,1.23375,1.06891
0.695,0.819835,1.05831
0.696,0.870692,1.05033
0.697,0.887928,1.04342
0.698,0.499477,1.02028
0.699,0.830283,1.0122
0.7,0.38915,0.985691
0.701,1.25987,0.997356
0.702,0.702238,0.984801
0.703,0.818118,0.977709
0.704,1.20214,0.987257
0.705,1.15192,0.994263
0.706,0.852744,0.988242
0.707,1.08904,0.99253
0.708,1.06388,0.995566
0.709,0.714366,0.983602
0.71,1.35815,0.999537
0.711,0.925929,0.996405
0.712,0.772705,0.986888
0.713,1.38433,1.0038
0.714,1.0891,1.00743
0.715,1.28386,1.01919
0.716,1.00573,1.01861
0.717,0.7548,1.00739
0.718,1.15989,1.01388
0.719,1.18427,1.02113
0.72,1.17733,1.02777
0.721,1.05717,1.02902
0.722,0.467468,1.00513
0.723,1.16871,1.01209
0.724,0.838623,1.00471
0.725,0.963882,1.00297
0.726,1.30002,1.01561
0.727,0.86811,1.00934
0.728,0.736348,0.997723
0.729,1.01539,0.998475
0.73,1.34404,1.01318
0.731,0.867659,1.00699
0.732,0.96891,1.00537
0.733,1.00496,1.00535
0.734,1.58041,1.02981
0.735,1.11304,1.03335
0.736,1.15256,1.03843
0.737,1.28282,1.04882
0.738,0.989638,1.04631
0.739,1.43322,1.06277
0.74,1.54812,1.08341
0.741,1.00169,1.07994
0.742,0.528668,1.05649
0.743,0.797829,1.04548
0.744,1.45424,1.06287
0.745,0.762894,1.05011
0.746,0.60486,1.03117
0.747,1.27571,1.04157
0.748,1.00936,1.0402
0.749,0.886166,1.03365
0.75,0.972904,1.03106
0.751,0.968758,1.02841
0.752,1.48537,1.04785
0.753,1.11316,1.05063
0.754,0.898705,1.04417
0.755,1.05697,1.04471
0.756,1.05779,1.04527
0.757,0.894761,1.03887
0.758,0.975374,1.03616
0.759,1.08267,1.03814
0.76,1.13467,1.04225
0.761,1.17784,1.04802
0.762,0.981111,1.04517
0.763,0.616983,1.02695
0.764,0.854882,1.01963
0.765,1.0631,1.02148
0.766,1.42891,1.03882
0.767,0.893334,1.03263
0.768,1.43208,1.04962
0.769,0.330559,1.01903
0.77,0.89576,1.01379
0.771,0.955823,1.01132
0.772,0.897161,1.00646
0.773,0.920831,1.00282
0.774,1.24332,1.01305
0.775,1.16702,1.0196
0.776,0.713807,1.00659
0.777,1.63902,1.0335
0.778,1.06051,1.03465
0.779,0.998087,1.03309
0.78,0.750049,1.02105
0.781,1.09186,1.02406
0.782,1.25187,1.03375
0.783,1.34872,1.04715
0.784,1.00637,1.04542
0.785,0.959607,1.04177
0.786,0.930073,1.03702
0.787,0.7928,1.02663
0.788,1.14331,1.03159
0.789,1.17439,1.03767
0.79,0.933371,1.03323
0.791,1.05909,1.03433
0.792,0.834363,1.02582
0.793,1.22137,1.03414
0.794,1.13196,1.0383
0.795,0.834833,1.02965
0.796,1.00891,1.02876
0.797,1.13169,1.03314
0.798,1.2869,1.04394
0.799,1.37257,1.05792
0.8,0.896515,1.05105
0.801,1.25871,1.05989
0.802,1.11246,1.06212
0.803,0.89409,1.05498
0.804,1.23174,1.0625
0.805,1.14435,1.06598
0.806,1.2309,1.073
0.807,1.30356,1.0828
0.808,0.635169,1.06376
0.809,1.16425,1.06804
0.81,0.994444,1.0649
0.811,1.14249,1.06821
0.812,1.39028,1.08191
0.813,0.996241,1.07826
0.814,0.863996,1.06915
0.815,0.790395,1.05729
0.816,0.646159,1.0398
0.817,1.23775,1.04822
0.818,1.339,1.06059
0.819,0.520743,1.03762
0.82,1.00698,1.03632
0.821,1.36361,1.05024
0.822,0.790344,1.03919
0.823,0.987316,1.03698
0.824,1.09354,1.03939
0.825,1.26797,1.04911
0.826,0.892373,1.04244
0.827,1.18884,1.04867
0.828,1.03544,1.04811
0.829,0.871001,1.04057
0.83,1.08457,1.04244
0.831,0.64724,1.02563
0.832,0.943768,1.02215
0.833,0.880837,1.01614
0.834,0.783495,1.00624
0.835,1.19528,1.01428
0.836,0.577821,0.995713
0.837,1.4094,1.01331
0.838,0.7042,1.00016
0.839,1.04736,1.00217
0.84,0.839816,0.995263
0.841,0.85273,0.989199
0.842,1.0765,0.992913
0.843,1.05281,0.995461
0.844,0.623003,0.979616
0.845,0.969786,0.979198
0.846,1.08282,0.983606
0.847,1.45461,1.00364
0.848,1.38673,1.01994
0.849,0.883443,1.01414
0.85,1.04823,1.01559
0.851,1.16413,1.02191
0.852,0.759587,1.01075
0.853,0.904179,1.00621
0.854,1.13828,1.01183
0.855,1.28879,1.02361
0.856,0.920586,1.01923
0.857,1.29287,1.03087
0.858,1.13348,1.03524
0.859,1.24112,1.044
0.86,1.29979,1.05488
0.861,0.734989,1.04127
0.862,1.06608,1.04232
0.863,1.18121,1.04823
0.864,0.797274,1.03756
0.865,1.33062,1.05002
0.866,1.20839,1.05676
0.867,1.0641,1.05707
0.868,1.22153,1.06407
0.869,0.883213,1.05638
0.87,0.88587,1.04912
0.871,1.20328,1.05568
0.872,1.10162,1.05764
0.873,1.55303,1.07871
0.874,1.49843,1.09657
0.875,1.12646,1.09784
0.876,1.01808,1.09445
0.877,0.776674,1.08093
0.878,0.852266,1.0712
0.879,1.15602,1.07481
0.88,1.47174,1.09169
0.881,0.790443,1.07888
0.882,1.17797,1.08309
0.883,0.719168,1.06761
0.884,1.28964,1.07706
0.885,0.679924,1.06016
0.886,1.56746,1.08174
0.887,0.92926,1.07526
0.888,1.12494,1.07737
0.889,0.818096,1.06634
0.89,1.08698,1.06722
0.891,0.51963,1.04392
0.892,0.959338,1.04032
0.893,1.02837,1.03981
0.894,0.930169,1.03515
0.895,1.05058,1.03581
0.896,0.992376,1.03396
0.897,0.864221,1.02674
0.898,0.941424,1.02311
0.899,0.627804,1.00629
0.9,1.06353,1.00873
0.901,1.09778,1.01251
0.902,1.07392,1.01513
0.903,1.20787,1.02333
0.904,1.05221,1.02456
0.905,0.411446,0.998471
0.906,0.978447,0.997619
0.907,1.22475,1.00728
0.908,1.52998,1.02952
0.909,1.19124,1.0364
0.91,1.34344,1.04946
0.911,1.092,1.05127
0.912,0.732079,1.03769
0.913,0.574446,1.01798
0.914,1.25971,1.02827
0.915,1.3451,1.04175
0.916,1.35311,1.05499
0.917,0.733399,1.04131
0.918,1.24486,1.04997
0.919,1.36746,1.06348
0.92,1.049,1.06286
0.921,1.24874,1.07077
0.922,1.27427,1.07943
0.923,1.15249,1.08254
0.924,1.19056,1.08713
0.925,1.41163,1.10094
0.926,0.89632,1.09223
0.927,1.24241,1.09862
0.928,1.29836,1.10712
0.929,0.898367,1.09824
0.93,1.13163,1.09966
0.931,1.06978,1.09839
0.932,0.785431,1.08507
0.933,1.31583,1.09489
0.934,1.01672,1.09156
0.935,1.01323,1.08823
0.936,0.882007,1.07946
0.937,0.749609,1.06543
0.938,0.866548,1.05696
0.939,0.673215,1.04064
0.94,1.04237,1.04071
0.941,0.919232,1.03554
0.942,0.754433,1.02358
0.943,1.06286,1.02526
0.944,1.18181,1.03192
0.945,1.34243,1.04513
0.946,1.12427,1.04849
0.947,0.845162,1.03984
0.948,1.38439,1.0545
0.949,1.12641,1.05756
0.95,1.28684,1.06731
0.951,1.08372,1.06801
0.952,1.04989,1.06724
0.953,1.17377,1.07177
0.954,0.874771,1.06339
0.955,1.46268,1.08038
0.956,1.41653,1.09468
0.957,1.19287,1.09886
0.958,1.50961,1.11633
0.959,1.29612,1.12398
0.96,1.15674,1.12537
0.961,0.829813,1.1128
0.962,1.02834,1.10921
0.963,1.34126,1.11908
0.964,1.28023,1.12594
0.965,0.576705,1.10257
0.966,0.575786,1.08016
0.967,1.06411,1.07948
0.968,1.08225,1.07959
0.969,1.40618,1.09349
0.97,1.48505,1.11015
0.971,1.12059,1.11059
0.972,1.52576,1.12825
0.973,1.24512,1.13322
0.974,1.10277,1.13193
0.975,0.922046,1.123
0.976,1.00334,1.11791
0.977,1.38489,1.12927
0.978,1.54811,1.14709
0.979,1.10779,1.14542
0.98,0.783923,1.13004
0.981,0.782842,1.11527
0.982,0.961464,1.10872
0.983,0.488258,1.08233
0.984,1.19899,1.08729
0.985,1.52404,1.10587
0.986,1.1768,1.10889
0.987,1.26729,1.11563
0.988,1.34022,1.12518
0.989,1.22745,1.12953
0.99,1.38586,1.14044
0.991,1.15851,1.14121
0.992,1.23965,1.14539
0.993,1.24869,1.14979
0.994,0.780343,1.13407
0.995,1.30716,1.14144
0.996,1.04187,1.1372
0.997,0.732905,1.12
0.998,1.12006,1.12
