t,original_y,smoothed_y
239,343.609,313.438
240,339.237,314.536
241,353.385,316.189
242,356.2,317.891
243,351.854,319.336
244,353.6,320.794
245,354.707,322.236
246,360.818,323.878
247,352.584,325.099
248,367.833,326.917
249,362.684,328.439
250,361.352,329.839
251,364.906,331.331
252,374.59,333.171
253,360.373,334.329
254,368.07,335.764
255,379.003,337.604
256,366.461,338.831
257,377.092,340.459
258,379.499,342.12
259,379.426,343.707
260,379.151,345.215
261,375.193,346.49
262,374.729,347.692
263,376.896,348.934
264,381.808,350.333
265,385.317,351.821
266,386.419,353.293
267,388.942,354.81
268,391.738,356.381
269,385.838,357.634
270,399.597,359.419
271,394.383,360.907
272,391.18,362.195
273,393.364,363.521
274,393.677,364.804
275,407.72,366.629
276,396.779,367.912
277,408.31,369.631
278,407.442,371.239
279,393.816,372.2
280,402.588,373.493
281,407.892,374.956
282,406.525,376.299
283,399.434,377.283
284,412.193,378.769
285,413.749,380.257
286,416.103,381.782
287,417.916,383.319
288,410.793,384.488
289,419.263,385.967
290,421.003,387.458
291,421.05,388.887
292,430.582,390.661
293,424.614,392.105
294,428.169,393.64
295,425.918,395.013
296,434.816,396.706
297,430.976,398.164
298,431.687,399.59
299,432.75,401.001
300,433.171,402.37
301,430.884,403.583
302,437.655,405.032
303,443.522,406.67
304,447.503,408.407
305,438.167,409.673
306,448.247,411.314
307,452.506,413.067
308,456.02,414.894
309,447.984,416.302
310,451.711,417.808
311,451.626,419.247
312,451.254,420.609
313,457.223,422.166
314,468.796,424.15
315,456.482,425.526
316,466.68,427.276
317,467.043,428.968
318,460.662,430.317
319,466.243,431.845
320,467.074,433.344
321,463.462,434.625
322,468.908,436.084
323,473.759,437.686
324,468.998,439.019
325,474.561,440.531
326,469.442,441.761
327,472.563,443.071
328,474.703,444.417
329,472.753,445.622
330,479.281,447.054
331,486.796,448.745
332,482.54,450.183
333,491.357,451.934
334,480.668,453.157
335,493.856,454.888
336,485.714,456.2
337,489.373,457.611
338,489.15,458.953
339,492.656,460.387
340,491.374,461.705
341,492.59,463.019
342,490.186,464.175
343,498.906,465.652
344,504.27,467.295
345,497.662,468.587
346,506.133,470.184
347,509.693,471.865
348,511.018,473.531
349,502.679,474.771
350,516.805,476.559
351,515.154,478.201
352,519.001,479.937
353,514.151,481.393
354,514.861,482.816
355,513.595,484.126
356,518.304,485.58
357,507.977,486.533
358,512.263,487.627
359,530.904,489.469
360,523.17,490.902
361,523.872,492.305
362,516.995,493.355
363,526.352,494.759
364,520.298,495.846
365,522.632,496.985
366,531.866,498.469
367,529.502,499.789
368,536.343,501.345
369,538.931,502.944
370,537.963,504.433
371,535.558,505.758
372,538.715,507.16
373,537.91,508.468
374,532.626,509.496
375,543.733,510.952
376,546.143,512.449
377,548.206,513.971
378,552.762,515.621
379,556.655,517.367
380,555.344,518.982
381,553.242,520.44
382,554.092,521.872
383,557.459,523.386
384,554.38,524.704
385,555.693,526.023
386,564.79,527.672
387,552.17,528.714
388,553.405,529.764
389,560.934,531.091
390,562.987,532.448
391,558.972,533.576
392,566.542,534.978
393,579.238,536.861
394,572.977,538.398
395,584.715,540.368
396,574.608,541.825
397,567.904,542.935
398,574.389,544.273
399,583.291,545.933
400,582.139,547.473
401,588.529,549.22
402,579.731,550.518
403,588.95,552.153
404,582.594,553.448
405,587.531,554.898
406,593.237,556.529
407,591.041,557.997
408,594.988,559.571
409,580.43,560.458
410,592.733,561.831
411,592.193,563.123
412,606.663,564.975
413,607.83,566.799
414,598.227,568.136
415,602.009,569.577
416,606.144,571.132
417,604.927,572.57
418,606.162,573.999
419,607.278,575.415
420,612.067,576.974
421,612.593,578.49
422,609.392,579.804
423,606.328,580.933
424,616.101,582.429
425,614.406,583.789
426,619.904,585.326
427,618.027,586.717
428,628.603,588.499
429,620.43,589.857
430,621.953,591.223
431,634.758,593.075
432,634.601,594.842
433,622.962,596.038
434,624.753,597.26
435,633.095,598.784
436,633.582,600.265
437,634.277,601.712
438,641.58,603.408
439,637.783,604.87
440,643.692,606.522
441,645.599,608.184
442,644.874,609.745
443,654.664,611.656
444,635.737,612.681
445,645.705,614.086
446,653.074,615.744
447,652.112,617.292
448,654.968,618.894
449,657.641,620.543
450,637.803,621.277
451,651.669,622.57
452,651.835,623.815
453,645.894,624.755
454,655.045,626.043
455,662.844,627.609
456,657.113,628.864
457,659.261,630.157
458,661.991,631.512
459,674.449,633.338
460,664.297,634.655
461,672.633,636.271
462,663.918,637.447
463,660.285,638.419
464,682.585,640.298
465,677.569,641.884
466,672.409,643.182
467,678.548,644.687
468,672.578,645.873
469,680.157,647.332
470,678.66,648.665
471,682.678,650.112
472,683.655,651.539
473,685.852,652.999
474,692.9,654.696
475,692.256,656.294
476,695.173,657.948
477,701.633,659.807
478,693.304,661.232
479,694.739,662.657
480,697.991,664.16
481,696.578,665.54
482,694.608,666.776
483,700.221,668.199
484,712.198,670.071
485,713.621,671.924
486,701.667,673.189
487,701.175,674.38
488,710.558,675.919
489,708.566,677.308
490,714.162,678.876
491,714.683,680.399
492,712.72,681.774
493,720.442,683.419
494,717.37,684.864
495,709.437,685.909
496,727.6,687.683
497,722.395,689.159
498,738.111,691.242
499,729.741,692.88
